,Period,Statement,Group,Account Name,Amount
0,3.0,BS,BEL,Expected Cash Inflows,654995.0
1,3.0,BS,BEL,Expected Cash Outflows,-101246.0
2,3.0,BS,BEL,Insurance Service Expense,-158614.0
3,3.0,BS,ECF,Premiums,654995.0
4,3.0,BS,ECF,Renewal Commission,-32750.0
5,3.0,BS,ECF,Maintenance Expense Attributable,-25686.0
6,3.0,BS,ECF,Maintenance Expense Non-Attributable,-17124.0
7,3.0,BS,ECF,Claims,-42810.0
8,3.0,BS,ACF,Premiums,654995.0
9,3.0,BS,ACF,Renewal Commission,-32750.0
10,3.0,BS,ACF,Maintenance Expense Attributable,-25686.0
11,3.0,BS,ACF,Maintenance Expense Non-Attributable,-17124.0
12,3.0,BS,ACF,Claims,-42810.0
13,3.0,BS,ERA,Claims,-6422.0
14,3.0,BS,ARA,Claims,-6422.0
15,3.0,BS,CSM,Insurance Service Expense,187690.0
16,3.0,BS,CSM,Changes Related to Current Service: Release,-422115.0
17,3.0,BS,TCL,Expected Cash Inflows,654995.0
18,3.0,BS,TCL,Expected Cash Outflows,-101246.0
19,3.0,BS,TCL,Insurance Service Expense,33907.0
20,3.0,BS,TCL,Changes Related to Current Service: Release,-428537.0
21,3.0,BS,RRA,Insurance Service Expense,4831.0
22,3.0,BS,RRA,Changes Related to Current Service: Release,-6422.0
23,3.0,BS,AEA,Accretion of Interest,14759.0
24,3.0,BS,AEA,Amortised Expense,-33192.0
25,3.0,PL,PLIR,Release of CSM,422115.0
26,3.0,PL,PLIR,Release of Risk Adjustment,6422.0
27,3.0,PL,PLIR,Expected Claims,42810.0
28,3.0,PL,PLIR,Expected Expenses,58436.0
29,3.0,PL,PLIR,Recovery of Acquisition Cash Flows,33192.0
30,3.0,PL,PLIE,Claims Incurred,-42810.0
31,3.0,PL,PLIE,Expenses Incurred,-58436.0
32,3.0,PL,PLOE,Amortisation of Acquisition Cash Flows,-33192.0
33,3.0,PL,PLFGL,Investment Income,38145.0
34,3.0,PL,PLFGL,Insurance Financial Expense,-33907.0
