,Period,Statement,Group,Account Name,Amount
0,3.0,BS,ECF,Premiums,654995.0
1,3.0,BS,ECF,Renewal Commission,-32750.0
2,3.0,BS,ECF,Maintenance Expense Attributable,-25686.0
3,3.0,BS,ECF,Maintenance Expense Non-Attributable,-17124.0
4,3.0,BS,ECF,Claims,-42810.0
5,3.0,BS,ACF,Premiums,654995.0
6,3.0,BS,ACF,Renewal Commission,-32750.0
7,3.0,BS,ACF,Maintenance Expense Attributable,-25686.0
8,3.0,BS,ACF,Maintenance Expense Non-Attributable,-17124.0
9,3.0,BS,ACF,Claims,-42810.0
10,3.0,BS,ERA,Claims,-6422.0
11,3.0,BS,ARA,Claims,-6422.0
12,3.0,BS,LRC,Premium Cash Flow,654995.0
13,3.0,BS,LRC,Acquisition Cost Amortisation,2105.0
14,3.0,BS,LRC,Insurance Revenue,-487674.0
15,3.0,BS,LIC,Risk Adjustment for Non-Financial Risk OB,-7933.0
16,3.0,BS,LIC,Estimates of the Present Value of Future Cash Flows EO,101246.0
17,3.0,BS,LIC,Risk Adjustment for Non-Financial Risk EO,467.0
18,3.0,BS,LIC,Estimates of the Present Value of Future Cash Flows AO,-101246.0
19,3.0,BS,ICL,Liability for Incurred Claims,-7467.0
20,3.0,BS,ICL,Liability for Remaining Coverage,851891.0
21,3.0,PL,PLIR,Insurance Service Revenue,487674.0
22,3.0,PL,PLIE,Insurance Service Expense,-101713.0
23,3.0,PL,PLOE,Other Expenses,-17124.0
